age,gender,education,marital_status,num_dependents,annual_income,credit_score,existing_debt,num_credit_cards,months_employed,loan_amount,loan_term_months,loan_purpose,interest_rate,property_ownership,loan_default
43,Female,Master,Single,3,69000.0,703.0,22100,4.0,1.0,23100,36,Education,8.61,Own,0
58,Male,Bachelor,Single,2,,839.0,36500,1.0,53.0,18900,48,Car,9.65,Own,0
52,Male,Master,Single,1,53100.0,808.0,39900,2.0,33.0,31800,48,Personal,9.93,Own,0
69,Female,Master,Married,3,55100.0,668.0,23200,7.0,41.0,15500,48,Personal,7.76,Mortgage,0
128,Female,Master,Single,3,93700.0,646.0,25400,4.0,22.0,28100,36,Home,12.19,Mortgage,0
43,Male,High School,Single,4,34400.0,602.0,25500,2.0,60.0,27200,60,Personal,5.87,Mortgage,0
28,Female,Master,Divorced,0,77000.0,519.0,33200,7.0,54.0,25800,48,Home,7.98,Own,1
55,Male,High School,Married,3,43200.0,467.0,16700,,42.0,29700,36,Home,7.97,Mortgage,1
19,Male,High School,Married,1,57400.0,583.0,19900,4.0,95.0,10600,60,Education,3.88,Rent,0
24,Male,Bachelor,Married,2,49300.0,781.0,19500,2.0,5.0,11000,60,Car,9.59,Own,1
35,Female,Bachelor,Married,4,47800.0,778.0,27300,1.0,17.0,42200,36,Home,8.78,Mortgage,0
44,Female,High School,Single,1,28200.0,656.0,11400,4.0,33.0,6500,48,Car,7.93,Mortgage,0
51,Male,High School,Married,4,28000.0,687.0,9200,5.0,153.0,51000,48,Personal,10.02,Mortgage,1
44,Female,High School,Single,0,27400.0,602.0,17000,6.0,4.0,23300,48,Home,7.92,Own,1
34,Male,Master,Married,3,36000.0,648.0,8700,4.0,20.0,14800,12,Personal,12.73,Rent,0
60,Male,High School,Single,1,40000.0,588.0,9700,1.0,,35300,36,Personal,9.91,Own,0
61,Male,High School,Married,2,44900.0,588.0,26400,1.0,110.0,18300,60,Home,9.62,Own,1
68,Male,Bachelor,Married,0,37900.0,699.0,26800,1.0,96.0,29100,24,Car,6.48,Mortgage,0
41,Male,Bachelor,Married,0,52000.0,602.0,14000,7.0,18.0,39900,48,Home,3.0,Rent,1
42,Female,Master,Single,4,93700.0,,21900,5.0,90.0,33600,36,Home,10.91,Own,0
24,Female,High School,Married,0,54600.0,638.0,31100,5.0,34.0,30100,24,Home,3.0,Own,0
69,Female,Bachelor,Divorced,1,48900.0,763.0,26100,6.0,46.0,32900,12,Home,7.7,Rent,0
23,Male,Bachelor,Married,4,77000.0,694.0,31800,,13.0,25500,48,Home,11.14,Mortgage,0
41,Male,PhD,Single,0,,670.0,15700,2.0,59.0,34700,36,Home,5.9,Rent,0
50,Male,Bachelor,Married,2,15000.0,536.0,2500,2.0,19.0,12100,36,Education,7.12,Own,0
66,Male,Master,Divorced,1,,611.0,47500,3.0,20.0,42500,36,Car,4.32,Rent,0
46,Female,High School,Married,2,17700.0,646.0,7400,6.0,49.0,23100,36,Personal,5.73,Rent,1
60,Male,Bachelor,Married,2,54400.0,654.0,38100,6.0,13.0,27100,24,Home,6.11,Mortgage,0
39,Female,Bachelor,Divorced,4,33500.0,,16800,2.0,12.0,21200,48,Medical,7.11,Rent,0
43,Female,Master,Divorced,3,53200.0,666.0,28400,1.0,22.0,32300,48,Personal,8.89,Own,1
45,Male,High School,Married,4,31900.0,567.0,24100,3.0,72.0,37600,24,Home,9.19,Own,1
67,Female,High School,Married,1,21500.0,697.0,4600,6.0,12.0,13100,36,Education,12.84,Mortgage,0
38,Female,Bachelor,Single,1,80400.0,613.0,38600,1.0,74.0,24200,36,Education,7.04,Own,0
66,Female,High School,Married,4,43200.0,598.0,6100,0.0,57.0,27000,24,Personal,10.17,Mortgage,1
24,Female,High School,Single,3,28200.0,562.0,9900,7.0,55.0,30200,60,Medical,6.59,Own,0
34,Male,PhD,Single,4,102400.0,622.0,20900,6.0,31.0,21500,36,Car,13.53,Mortgage,1
37,Male,Bachelor,Married,1,52700.0,605.0,12200,5.0,66.0,19800,24,Personal,8.87,Own,1
58,Male,Bachelor,Single,3,,743.0,32400,4.0,1.0,35600,36,Education,7.88,Own,1
66,Male,Master,Married,1,48600.0,629.0,25600,0.0,18.0,31100,36,Car,6.13,Rent,1
37,Female,Bachelor,Married,3,58000.0,693.0,42000,5.0,55.0,27600,12,Personal,11.22,Rent,1
39,Male,High School,Married,3,22100.0,506.0,9100,5.0,210.0,40000,12,Medical,8.89,Rent,1
45,Female,High School,Married,4,21300.0,710.0,11000,7.0,0.0,8900,12,Home,9.11,Rent,0
57,Female,Bachelor,Divorced,4,64600.0,701.0,7900,1.0,34.0,34600,36,Personal,5.33,Rent,1
66,Male,Bachelor,Single,4,80200.0,534.0,34400,2.0,124.0,29500,36,Car,6.15,Mortgage,0
24,Male,Bachelor,Married,3,18600.0,580.0,9200,4.0,,7500,60,Medical,3.21,Rent,0
18,Female,High School,Divorced,3,56800.0,597.0,6300,2.0,1.0,39000,36,Car,6.97,Mortgage,0
49,Female,Bachelor,Married,1,16200.0,634.0,10600,2.0,36.0,32100,48,Personal,7.06,Rent,1
30,Female,PhD,Married,2,77000.0,594.0,23600,6.0,,33700,48,Medical,4.47,Mortgage,0
47,Male,Master,Divorced,4,64800.0,630.0,27000,4.0,75.0,21400,36,Education,8.28,Rent,0
40,Male,Master,Single,1,61000.0,702.0,29000,4.0,18.0,34200,48,Personal,7.46,Rent,0
68,Male,Master,Married,1,50600.0,605.0,40200,0.0,70.0,16200,36,Car,6.32,Rent,0
36,Male,Bachelor,Married,0,63900.0,674.0,10800,1.0,139.0,8900,36,Home,5.93,Rent,0
49,Female,Master,Single,4,49800.0,664.0,24300,2.0,179.0,24800,36,Education,9.0,Rent,0
47,Female,High School,Married,1,48800.0,413.0,23000,7.0,108.0,33100,48,Car,6.17,Mortgage,0
46,Female,Bachelor,Divorced,0,38000.0,585.0,5600,1.0,11.0,37200,36,Education,13.43,Rent,1
66,Female,Bachelor,Married,4,70700.0,729.0,38400,1.0,10.0,26800,36,Medical,7.95,Mortgage,0
62,Female,High School,Single,3,36800.0,578.0,11100,7.0,47.0,25900,24,Medical,11.26,Rent,0
46,Male,Master,Single,0,65200.0,564.0,11300,6.0,38.0,37200,36,Car,5.06,Own,0
47,Male,Master,Married,3,79700.0,733.0,17900,3.0,0.0,21000,24,Personal,8.01,Mortgage,0
33,Female,Bachelor,Single,2,47400.0,662.0,32100,0.0,24.0,18300,60,Medical,5.64,Mortgage,0
57,Male,Master,Married,2,53100.0,767.0,9200,2.0,114.0,44400,36,Personal,9.78,Own,0
36,Female,High School,Married,2,36000.0,613.0,15400,5.0,,21700,12,Personal,8.31,Own,1
35,Female,Bachelor,Married,2,57400.0,746.0,13600,4.0,11.0,36000,12,Home,14.44,Rent,0
18,Male,Bachelor,Married,1,47400.0,579.0,10100,4.0,23.0,41300,24,Medical,7.36,Own,1
31,Female,Bachelor,Married,2,62900.0,445.0,15300,1.0,39.0,27500,12,Car,3.22,Rent,0
68,Female,PhD,Single,1,72900.0,704.0,32400,7.0,92.0,28200,60,Personal,8.32,Mortgage,0
64,Female,Master,Single,1,53500.0,696.0,14300,0.0,36.0,46600,60,Personal,9.09,Own,0
67,Female,Master,Married,4,35800.0,704.0,6000,0.0,,9300,60,Home,6.62,Own,0
19,Female,Bachelor,Married,1,35500.0,633.0,23500,2.0,77.0,9100,48,Personal,6.24,Mortgage,0
45,Male,Master,Married,1,81700.0,767.0,39000,2.0,147.0,34800,36,Medical,4.91,Own,0
66,Male,High School,Married,2,31700.0,719.0,6700,1.0,63.0,20100,60,Personal,9.94,Mortgage,0
67,Female,Master,Divorced,1,34100.0,716.0,14700,1.0,101.0,35300,60,Home,10.27,Own,0
47,Female,Bachelor,Single,3,79900.0,660.0,11800,1.0,85.0,24300,60,Personal,15.79,Rent,0
55,Male,High School,Single,2,34100.0,542.0,17300,3.0,14.0,35000,60,Medical,8.0,Own,1
68,Male,Bachelor,Single,0,31800.0,655.0,10800,0.0,13.0,14400,48,Education,8.96,Mortgage,0
21,Female,High School,Married,2,39100.0,679.0,6700,1.0,96.0,32400,12,Personal,7.77,Rent,0
18,Female,High School,Married,1,25100.0,813.0,5700,6.0,4.0,19000,36,Medical,16.62,Mortgage,1
25,Female,Bachelor,Married,3,50500.0,671.0,17300,0.0,25.0,33600,36,Medical,10.35,Rent,1
46,Female,High School,Married,2,34500.0,,22900,5.0,82.0,53400,36,Car,8.51,Mortgage,1
56,Male,High School,Divorced,3,30900.0,687.0,6800,4.0,81.0,15300,48,Personal,14.81,Rent,1
20,Male,High School,Divorced,0,31700.0,751.0,5600,4.0,7.0,20800,48,Medical,8.32,Mortgage,0
49,Female,Bachelor,Single,0,43300.0,,20000,0.0,32.0,23500,36,Personal,19.13,Own,1
27,Male,High School,Married,4,39400.0,641.0,19300,5.0,31.0,28900,12,Car,13.49,Rent,1
27,Male,Bachelor,Married,4,69100.0,634.0,11300,4.0,19.0,1000,36,Car,8.44,Rent,0
36,Male,High School,Single,2,53300.0,537.0,15900,4.0,120.0,25400,24,Home,10.04,Own,1
63,Female,PhD,Married,4,66700.0,602.0,18900,4.0,51.0,22400,36,Personal,8.88,Rent,1
51,Female,Master,Married,3,82700.0,685.0,19100,2.0,188.0,22500,36,Car,10.76,Mortgage,0
50,Male,Bachelor,Single,4,62600.0,528.0,20100,,3.0,28500,12,Car,6.76,Rent,1
40,Male,Master,Married,3,63400.0,814.0,8000,7.0,24.0,29200,12,Medical,14.79,Own,0
45,Female,Master,Married,4,88700.0,621.0,49300,2.0,87.0,29100,36,Car,6.54,Own,0
49,Female,PhD,Single,4,98400.0,660.0,77900,0.0,26.0,12100,48,Personal,9.26,Own,0
67,Male,Bachelor,Married,4,52800.0,677.0,28700,0.0,15.0,22000,12,Education,9.6,Mortgage,1
24,Male,High School,Single,1,15000.0,740.0,5300,3.0,294.0,21500,48,Personal,7.55,Rent,1
46,Male,Bachelor,Married,1,85500.0,671.0,48500,7.0,99.0,31300,36,Home,4.63,Rent,1
25,Female,Bachelor,Single,4,49600.0,565.0,24800,,38.0,13400,24,Car,9.22,Rent,0
18,Male,Bachelor,Divorced,3,61600.0,684.0,42700,0.0,40.0,27300,36,Car,9.24,Own,0
20,Male,Bachelor,Married,2,77500.0,740.0,41500,7.0,0.0,44300,60,Personal,7.51,Own,1
41,Female,Master,Single,0,82500.0,578.0,44900,2.0,190.0,1000,36,Home,7.63,Rent,0
40,Female,PhD,Married,1,69400.0,714.0,17700,3.0,79.0,23000,48,Car,8.96,Mortgage,0
25,Male,High School,Married,4,27500.0,670.0,10800,0.0,2.0,1200,48,Personal,12.24,Mortgage,0
64,Female,High School,Married,0,35300.0,658.0,12000,,9.0,25000,48,Home,12.02,Mortgage,1
54,Male,High School,Married,1,36400.0,599.0,3900,,83.0,35000,12,Personal,9.94,Mortgage,0
20,Female,Master,Married,2,76700.0,632.0,24500,0.0,4.0,18900,48,Personal,7.21,Own,0
68,Male,Bachelor,Single,3,56600.0,685.0,24900,1.0,136.0,36100,60,Home,7.48,Own,0
50,Female,Bachelor,Single,4,51600.0,616.0,26800,5.0,360.0,41300,48,Medical,7.77,Own,0
45,Male,Bachelor,Married,2,56800.0,572.0,42800,5.0,104.0,29800,48,Education,7.15,Rent,1
64,Female,Bachelor,Married,1,35000.0,568.0,9400,2.0,64.0,18800,36,Car,5.19,Rent,1
25,Female,Bachelor,Married,4,,672.0,11800,2.0,32.0,31400,36,Car,6.16,Mortgage,0
51,Female,Bachelor,Married,0,64300.0,,45600,7.0,4.0,45200,48,Personal,10.31,Rent,0
52,Female,Master,Married,3,38200.0,,29000,7.0,63.0,9000,36,Home,6.57,Rent,0
49,Female,PhD,Married,1,104900.0,795.0,46300,2.0,24.0,38300,60,Education,8.61,Rent,0
41,Male,PhD,Single,3,96300.0,514.0,17400,3.0,41.0,9500,60,Medical,8.5,Own,0
31,Male,PhD,Single,4,93600.0,680.0,41200,6.0,17.0,6800,48,Home,9.88,Mortgage,0
49,Female,Bachelor,Divorced,2,32800.0,503.0,5800,1.0,13.0,10200,60,Personal,6.52,Mortgage,1
63,Male,Bachelor,Married,3,62200.0,642.0,44700,6.0,19.0,24500,36,Car,3.0,Rent,0
60,Female,Master,Married,0,89200.0,670.0,53100,2.0,81.0,40200,60,Car,6.65,Mortgage,0
33,Female,PhD,Single,1,63600.0,636.0,17100,7.0,27.0,1000,36,Medical,5.73,Rent,0
21,Male,High School,Married,0,28600.0,494.0,20600,7.0,18.0,36900,24,Home,3.0,Own,1
69,Female,Bachelor,Divorced,3,47900.0,642.0,26200,2.0,27.0,23200,36,Medical,6.84,Own,0
54,Male,High School,Single,2,48300.0,650.0,37100,0.0,2.0,11800,36,Personal,6.45,Own,0
38,Female,Bachelor,Married,2,80900.0,722.0,63600,7.0,106.0,32100,60,Home,8.42,Rent,0
31,Male,Bachelor,Married,0,52200.0,536.0,5300,6.0,39.0,19300,36,Car,10.07,Own,0
48,Male,Bachelor,Married,4,62600.0,765.0,11500,7.0,5.0,52100,60,Home,14.12,Mortgage,1
65,Female,High School,Married,4,17100.0,,8300,0.0,16.0,31000,12,Personal,8.78,Mortgage,1
35,Female,Bachelor,Divorced,2,50600.0,546.0,38900,7.0,197.0,25700,48,Home,8.59,Own,0
24,Female,Master,Single,0,83400.0,664.0,66400,6.0,43.0,32800,48,Car,14.49,Own,0
27,Female,High School,Single,0,27800.0,675.0,13800,6.0,17.0,41100,48,Medical,4.69,Mortgage,1
24,Male,Bachelor,Divorced,0,90000.0,771.0,19900,0.0,,42300,36,Car,4.89,Mortgage,0
50,Female,Bachelor,Married,3,53300.0,665.0,11400,2.0,14.0,36100,48,Home,10.31,Rent,1
40,Male,Master,Single,4,86800.0,642.0,55100,0.0,2.0,41500,36,Personal,12.45,Rent,1
38,Female,High School,Married,4,25500.0,686.0,13100,2.0,89.0,39400,48,Car,12.8,Mortgage,1
36,Female,PhD,Married,3,74100.0,463.0,35900,6.0,17.0,35900,36,Car,3.09,Rent,0
65,Female,Bachelor,Married,1,749400.0,569.0,25000,3.0,87.0,20300,24,Home,3.17,Own,0
36,Female,PhD,Single,3,99100.0,556.0,60200,3.0,31.0,40100,12,Personal,8.15,Mortgage,1
53,Male,Master,Married,0,60700.0,726.0,42500,4.0,10.0,19900,36,Car,10.63,Own,0
46,Female,High School,Single,3,52100.0,754.0,16300,7.0,78.0,28200,60,Home,7.36,Own,1
35,Male,High School,Married,0,30200.0,,7700,1.0,23.0,20500,36,Car,4.97,Rent,0
19,Female,Bachelor,Married,2,,696.0,22600,0.0,59.0,33100,48,Personal,4.68,Own,0
18,Male,Bachelor,Married,0,43200.0,721.0,32000,5.0,87.0,40400,36,Home,11.61,Mortgage,1
64,Female,High School,Single,4,27500.0,658.0,9500,0.0,158.0,20100,60,Home,11.7,Rent,0
22,Female,High School,Single,3,21800.0,610.0,6300,1.0,4.0,8100,36,Education,10.39,Mortgage,1
37,Male,Bachelor,Married,0,46500.0,564.0,12000,7.0,0.0,37100,12,Car,8.35,Own,1
28,Male,High School,Married,1,31100.0,556.0,8700,7.0,38.0,37400,48,Personal,5.9,Own,1
59,Female,High School,Married,2,45100.0,540.0,8800,6.0,15.0,43800,48,Personal,3.0,Rent,0
19,Male,Bachelor,Married,1,88500.0,708.0,45800,1.0,30.0,35700,36,Home,3.99,Mortgage,0
20,Male,High School,Married,1,36600.0,617.0,10900,6.0,4.0,36000,36,Education,3.0,Own,1
40,Male,Bachelor,Single,1,44200.0,592.0,23400,4.0,33.0,16400,24,Home,7.6,Rent,0
29,Male,Bachelor,Single,2,53200.0,488.0,8400,1.0,6.0,33800,36,Car,9.9,Own,0
37,Female,Bachelor,Single,2,36100.0,577.0,6500,2.0,88.0,50800,48,Personal,8.7,Mortgage,1
22,Female,Master,Single,2,58000.0,627.0,27600,0.0,68.0,18400,36,Car,12.75,Mortgage,0
54,Male,Bachelor,Married,2,79500.0,527.0,36400,1.0,,10400,36,Home,9.04,Rent,0
55,Male,Bachelor,Divorced,1,57400.0,850.0,16600,2.0,87.0,26700,36,Home,3.57,Mortgage,0
47,Male,Bachelor,Married,4,66800.0,543.0,45400,1.0,19.0,36200,24,Personal,8.09,Own,0
26,Male,Master,Single,4,58900.0,,13600,5.0,21.0,27600,48,Personal,8.18,Own,0
51,Male,Master,Single,2,41600.0,640.0,14700,2.0,,46400,48,Car,10.0,Own,1
61,Male,Master,Single,3,70100.0,605.0,34300,3.0,87.0,14700,12,Home,11.04,Own,0
52,Male,Bachelor,Single,0,30500.0,630.0,21600,7.0,25.0,6800,24,Personal,9.92,Mortgage,0
69,Female,High School,Married,3,48600.0,651.0,19100,2.0,2.0,42100,12,Education,7.04,Rent,1
39,Male,Bachelor,Married,3,49600.0,668.0,18800,4.0,163.0,8100,60,Education,12.64,Own,0
61,Female,High School,Single,3,28600.0,571.0,14500,6.0,14.0,28800,36,Personal,11.01,Mortgage,1
41,Female,PhD,Single,4,91900.0,,29600,2.0,132.0,41800,36,Home,3.0,Mortgage,0
34,Female,Bachelor,Single,0,68500.0,628.0,40900,1.0,17.0,27600,36,Education,10.79,Rent,0
27,Female,Master,Single,3,69500.0,543.0,19000,3.0,85.0,16600,60,Personal,5.84,Rent,0
47,Female,Bachelor,Married,2,50300.0,616.0,34000,7.0,52.0,40300,48,Home,3.24,Own,0
63,Female,Master,Single,4,59000.0,764.0,17100,7.0,95.0,27000,24,Medical,9.26,Rent,0
40,Female,Bachelor,Married,2,71900.0,668.0,57200,3.0,179.0,22300,36,Education,15.47,Rent,0
49,Female,High School,Married,2,22500.0,650.0,7200,2.0,98.0,44700,48,Personal,8.34,Mortgage,1
34,Female,Bachelor,Divorced,3,63600.0,618.0,45500,1.0,25.0,20500,36,Car,7.63,Mortgage,0
67,Female,Bachelor,Divorced,2,61300.0,624.0,23200,7.0,81.0,17800,36,Personal,8.79,Mortgage,0
68,Male,Bachelor,Married,0,56700.0,668.0,15400,3.0,60.0,14200,60,Car,15.67,Own,0
34,Male,Master,Single,2,55100.0,629.0,14200,5.0,3.0,39600,60,Car,7.7,Rent,0
31,Male,High School,Married,3,35800.0,686.0,24900,2.0,127.0,30100,60,Home,11.45,Own,0
26,Female,Bachelor,Married,2,47400.0,676.0,15000,2.0,30.0,19200,24,Personal,7.31,Mortgage,0
57,Female,Bachelor,Single,4,76600.0,555.0,25800,6.0,7.0,7700,24,Home,6.76,Own,1
19,Female,Bachelor,Married,4,53200.0,692.0,12700,7.0,27.0,41900,36,Personal,12.74,Rent,0
62,Female,Master,Divorced,4,,574.0,44400,7.0,44.0,19300,48,Education,5.19,Own,1
42,Male,Master,Married,1,64300.0,570.0,17400,7.0,41.0,3200,48,Personal,10.74,Rent,0
56,Male,Master,Single,4,44900.0,648.0,12300,2.0,41.0,26000,48,Car,7.47,Rent,0
26,Female,Master,Single,4,46300.0,671.0,35200,3.0,14.0,37400,60,Home,6.23,Rent,0
39,Female,Master,Married,1,85200.0,699.0,62200,0.0,48.0,33600,48,Education,7.25,Own,1
60,Female,High School,Single,4,17800.0,477.0,4900,1.0,114.0,26000,24,Education,3.0,Rent,1
63,Male,Master,Married,3,57100.0,713.0,40300,4.0,24.0,19700,24,Car,5.35,Rent,0
21,Female,Bachelor,Married,4,36900.0,683.0,10100,4.0,48.0,18300,36,Medical,8.9,Mortgage,1
43,Female,High School,Single,4,28400.0,592.0,4500,7.0,13.0,40300,36,Home,7.76,Own,0
46,Female,High School,Divorced,1,30500.0,,20600,1.0,2.0,1600,24,Medical,5.66,Mortgage,0
62,Female,Master,Married,3,51100.0,666.0,32700,0.0,42.0,13600,48,Home,12.94,Rent,0
51,Female,Master,Single,2,105900.0,371.0,32400,6.0,2.0,23900,12,Home,5.52,Own,1
40,Male,High School,Married,0,35300.0,550.0,5800,6.0,62.0,1100,48,Personal,12.81,Mortgage,0
54,Female,Master,Married,3,,743.0,15500,6.0,,22400,48,Education,8.94,Rent,0
28,Female,Master,Married,2,59100.0,602.0,37800,6.0,22.0,10300,12,Personal,7.71,Own,0
23,Female,High School,Divorced,3,51000.0,643.0,39500,1.0,25.0,30700,12,Home,8.78,Rent,1
35,Female,High School,Married,2,37600.0,641.0,10600,,120.0,18100,24,Home,9.38,Rent,0
38,Male,Master,Divorced,2,69500.0,707.0,46800,5.0,1.0,20200,24,Education,5.63,Mortgage,1
59,Male,Bachelor,Married,3,67400.0,617.0,17500,1.0,40.0,17300,36,Car,5.71,Mortgage,0
53,Female,Bachelor,Married,1,56700.0,624.0,32600,1.0,,33100,48,Home,7.9,Rent,1
58,Female,High School,Divorced,3,33000.0,665.0,5200,5.0,118.0,24200,36,Home,9.81,Rent,0
55,Female,Bachelor,Married,3,36500.0,718.0,18600,3.0,42.0,36400,36,Home,10.49,Own,1
51,Male,Master,Single,2,61000.0,743.0,17600,4.0,23.0,39500,36,Car,12.24,Rent,0
34,Female,Bachelor,Married,0,66500.0,624.0,49700,7.0,5.0,21600,36,Personal,4.81,Own,1
54,Female,Master,Married,2,55000.0,611.0,16700,4.0,9.0,16600,24,Car,9.57,Own,0
42,Female,Master,Single,4,52500.0,638.0,19900,7.0,55.0,20000,24,Medical,8.46,Rent,1
55,Male,Master,Divorced,3,80300.0,757.0,55300,2.0,1.0,56900,60,Home,6.9,Own,0
29,Female,Bachelor,Single,3,70400.0,712.0,28600,5.0,103.0,17600,36,Personal,14.51,Rent,0
40,Female,High School,Single,1,31100.0,612.0,8300,6.0,43.0,22900,48,Home,9.8,Rent,1
59,Male,Bachelor,Divorced,2,45400.0,521.0,21900,6.0,,27600,24,Car,12.79,Mortgage,1
39,Female,High School,Married,1,29500.0,739.0,20300,2.0,13.0,31600,12,Home,3.0,Own,0
38,Female,Master,Single,3,90100.0,748.0,36300,3.0,43.0,26200,36,Car,11.64,Rent,0
44,Female,Bachelor,Married,2,38200.0,561.0,7400,2.0,2.0,46300,60,Personal,10.11,Mortgage,1
48,Male,Bachelor,Married,2,75700.0,614.0,27900,5.0,73.0,27800,48,Car,10.61,Mortgage,0
23,Male,Bachelor,Single,4,60500.0,720.0,46500,5.0,121.0,23200,24,Personal,7.62,Mortgage,0
44,Male,Master,Divorced,4,61400.0,681.0,9200,0.0,156.0,36500,60,Personal,14.83,Rent,0
57,Male,Master,Married,0,51000.0,490.0,19700,3.0,64.0,14400,36,Home,7.91,Mortgage,1
51,Male,Bachelor,Married,4,56300.0,560.0,31200,5.0,93.0,31500,12,Car,8.44,Rent,0
29,Female,Master,Married,2,32100.0,697.0,5000,5.0,45.0,20600,12,Personal,5.56,Rent,0
62,Male,Bachelor,Married,4,39500.0,670.0,13500,3.0,29.0,40400,36,Home,8.38,Rent,1
24,Female,Bachelor,Single,0,74300.0,967.0,56300,6.0,60.0,41400,36,Personal,7.98,Rent,1
27,Female,Master,Single,3,98500.0,712.0,12000,1.0,12.0,22900,12,Personal,11.72,Own,0
62,Female,Bachelor,Married,4,58800.0,669.0,36800,6.0,6.0,14600,60,Personal,10.4,Mortgage,0
34,Female,PhD,Married,2,68900.0,684.0,47500,1.0,69.0,2700,48,Personal,12.02,Mortgage,1
43,Female,High School,Single,3,28200.0,604.0,8300,0.0,152.0,27700,48,Personal,8.18,Own,1
38,Female,High School,Married,2,20500.0,659.0,5100,6.0,41.0,1000,36,Medical,7.48,Mortgage,0
45,Male,Master,Married,3,89600.0,675.0,66300,5.0,32.0,24000,48,Car,11.15,Rent,1
63,Male,High School,Single,2,54600.0,786.0,34700,3.0,37.0,18300,36,Home,8.97,Rent,0
19,Female,PhD,Single,4,88100.0,584.0,15800,3.0,31.0,31700,48,Personal,3.0,Rent,1
60,Female,PhD,Single,4,89500.0,708.0,22200,7.0,28.0,24800,60,Personal,7.14,Mortgage,0
18,Male,High School,Married,0,32900.0,641.0,17600,1.0,141.0,18200,36,Education,3.0,Rent,0
68,Female,Bachelor,Single,3,41700.0,710.0,16400,6.0,31.0,35200,36,Education,6.05,Mortgage,0
53,Female,High School,Married,0,47400.0,640.0,21500,4.0,4.0,11900,24,Car,11.58,Rent,0
68,Male,Bachelor,Married,1,55000.0,744.0,42100,4.0,70.0,31800,60,Personal,7.49,Mortgage,0
43,Female,High School,Married,4,47900.0,591.0,18900,5.0,24.0,49700,24,Home,7.69,Mortgage,0
46,Female,High School,Single,3,42400.0,661.0,30400,1.0,60.0,36600,48,Medical,7.92,Mortgage,0
38,Male,Bachelor,Married,0,51800.0,685.0,29100,5.0,42.0,20100,36,Personal,8.53,Mortgage,1
28,Female,Bachelor,Married,0,,595.0,11500,2.0,60.0,12800,36,Home,7.5,Own,0
57,Male,PhD,Divorced,1,70900.0,674.0,44000,3.0,3.0,36200,48,Personal,13.95,Rent,1
28,Female,Master,Divorced,0,54200.0,731.0,25200,6.0,2.0,10300,24,Personal,3.39,Rent,1
53,Male,Master,Married,2,80000.0,645.0,20600,6.0,23.0,25100,36,Personal,9.19,Rent,0
66,Male,Bachelor,Married,4,76700.0,710.0,23200,5.0,57.0,33700,12,Education,10.17,Mortgage,0
56,Female,Master,Single,0,69500.0,596.0,34100,0.0,12.0,12900,48,Car,5.82,Own,0
57,Female,Bachelor,Single,0,86700.0,562.0,45200,6.0,27.0,12200,12,Personal,10.44,Mortgage,0
52,Male,Master,Single,1,54900.0,706.0,42700,4.0,190.0,9200,12,Car,6.5,Mortgage,1
51,Male,PhD,Married,2,73000.0,605.0,51000,5.0,12.0,44100,48,Home,9.94,Own,1
64,Female,Bachelor,Single,0,36800.0,516.0,9000,2.0,90.0,45400,36,Personal,4.71,Rent,1
41,Male,Bachelor,Single,4,55700.0,589.0,35700,3.0,84.0,45200,24,Medical,8.76,Own,1
39,Male,Master,Divorced,4,66400.0,,7000,7.0,107.0,46800,36,Home,15.19,Mortgage,0
22,Male,Master,Single,0,51400.0,735.0,9800,,118.0,17400,36,Home,5.78,Own,0
50,Male,Master,Single,2,66700.0,560.0,16000,7.0,34.0,3200,36,Personal,7.25,Own,0
53,Female,Bachelor,Single,4,29400.0,533.0,15200,2.0,55.0,45400,60,Personal,13.45,Own,1
64,Female,Bachelor,Married,4,43800.0,617.0,10300,7.0,46.0,36200,48,Car,12.21,Own,0
37,Male,High School,Married,2,38700.0,733.0,13800,5.0,18.0,35200,24,Home,13.75,Rent,1
36,Female,Master,Married,2,87200.0,634.0,23500,3.0,16.0,12500,36,Medical,7.39,Mortgage,0
52,Male,High School,Married,0,25800.0,635.0,8700,3.0,20.0,26200,12,Car,9.54,Rent,1
69,Female,Master,Married,3,73800.0,601.0,56100,1.0,12.0,26900,24,Home,9.88,Own,1
60,Female,High School,Married,1,36400.0,628.0,29100,1.0,68.0,24200,60,Education,6.17,Rent,1
34,Male,High School,Divorced,3,27200.0,718.0,15800,7.0,160.0,14800,36,Education,5.15,Rent,1
62,Female,Bachelor,Married,3,72800.0,657.0,36400,0.0,97.0,2200,60,Education,4.78,Rent,0
60,Female,Master,Married,4,77800.0,634.0,46400,0.0,12.0,16000,24,Personal,7.0,Rent,1
51,Male,High School,Single,2,15000.0,,9600,6.0,3.0,1000,24,Education,4.67,Mortgage,0
26,Male,Bachelor,Single,4,58900.0,656.0,36400,7.0,68.0,20000,36,Personal,6.47,Rent,1
43,Male,Bachelor,Single,1,33500.0,726.0,5300,2.0,24.0,17600,36,Personal,5.48,Mortgage,0
19,Female,High School,Married,0,55900.0,596.0,17700,1.0,84.0,11000,48,Medical,10.04,Rent,0
26,Female,High School,Married,1,35100.0,672.0,11900,3.0,73.0,29800,36,Home,9.69,Own,0
26,Female,Master,Married,4,71900.0,721.0,25800,1.0,47.0,20900,36,Personal,6.79,Mortgage,0
57,Female,Bachelor,Single,4,78300.0,774.0,26700,7.0,14.0,21700,36,Personal,7.48,Own,0
34,Female,High School,Married,4,26400.0,563.0,17200,3.0,5.0,41700,48,Car,10.29,Rent,1
