transaction_amount,transaction_hour,transaction_day,merchant_category,payment_method,customer_age,account_age_months,avg_monthly_spend,num_transactions_30d,num_countries_30d,failed_transactions_7d,velocity_1h,distance_from_home_km,is_foreign_transaction,is_fraud
6.66,17,Wed,Restaurant,Debit,45,12,712.22,49,1,0.0,4,20.1,0,0
150.42,11,Wed,Online,Credit,21,1,885.13,10,3,0.0,2,20.1,0,1
453.63,16,Thu,Restaurant,Prepaid,45,5,1053.84,40,1,0.0,1,4.1,0,0
138.05,0,Mon,Grocery,Debit,74,50,902.18,18,1,0.0,1,6.7,0,0
256.55,10,Mon,Grocery,Credit,77,9,70.85,25,1,1.0,1,49.5,0,0
323.39,0,Sat,Grocery,Credit,29,186,910.47,42,1,0.0,1,4.1,0,1
38.83,14,Mon,Restaurant,Debit,33,7,644.85,41,1,4.0,1,3.8,0,0
35.75,20,Fri,Restaurant,Credit,70,56,516.72,36,1,1.0,5,13.1,0,0
141.62,9,Sun,Online,Credit,71,44,1339.67,2,1,0.0,4,1.9,0,0
79.41,6,Tue,Online,Credit,66,14,426.99,19,1,0.0,1,45.0,0,0
274.76,1,Wed,Grocery,Credit,53,14,472.13,10,1,0.0,2,,0,0
345.42,9,Thu,Electronics,Credit,79,30,50.0,49,1,1.0,3,19.2,0,1
,23,Sat,Electronics,Debit,37,69,1376.21,3,1,0.0,1,8.3,0,0
40.55,3,Sun,Travel,Prepaid,43,18,1156.46,53,1,0.0,1,32.6,0,0
227.48,11,Fri,Grocery,Debit,73,2,667.11,19,1,0.0,1,17.8,0,0
48.2,18,Mon,Grocery,Debit,73,17,1045.12,51,1,0.0,1,9.8,0,0
259.41,10,Fri,Healthcare,Credit,43,8,50.0,26,1,3.0,2,82.5,0,1
82.68,7,Wed,Online,Credit,39,101,990.11,54,1,0.0,8,1.4,0,0
165.19,17,Wed,Grocery,Credit,73,43,457.17,51,1,0.0,1,17.2,0,0
15.06,10,Mon,Restaurant,Debit,26,2,1469.5,51,1,0.0,2,91.3,1,0
146.67,10,Tue,Restaurant,Prepaid,22,12,947.02,47,1,2.0,1,23.5,0,1
90.16,12,Fri,Online,Debit,34,2,852.4,25,3,0.0,4,26.9,0,1
132.5,2,Wed,Travel,Debit,66,64,471.72,50,2,1.0,4,0.7,1,1
27.59,11,Tue,Grocery,Debit,51,85,474.22,17,1,1.0,1,0.4,0,0
200.27,2,Wed,Online,Credit,19,4,1037.02,10,1,1.0,4,0.7,0,1
297.94,9,Sat,Restaurant,Credit,70,21,467.97,56,1,0.0,1,95.9,0,0
36.64,16,Fri,Electronics,Credit,72,97,452.25,46,3,0.0,1,,0,0
15.09,21,Tue,Restaurant,Credit,24,6,1362.83,51,3,0.0,2,8.1,0,0
3.59,1,Mon,Restaurant,Debit,53,12,915.02,55,1,0.0,1,6.9,0,1
154.07,16,Tue,Restaurant,Credit,30,13,361.52,50,2,0.0,1,3.2,0,0
140.13,15,Sun,Electronics,Debit,37,1,1020.7,11,1,0.0,2,8.0,0,1
118.68,1,Thu,Restaurant,Debit,47,1,688.38,11,1,0.0,1,9.2,0,0
39.58,21,Thu,Grocery,Credit,47,110,93.67,12,2,0.0,1,27.6,0,1
74.37,19,Thu,Online,Credit,28,30,600.4,40,1,0.0,1,,0,0
135.39,5,Wed,Grocery,Credit,48,13,380.57,48,2,0.0,1,27.5,0,0
103.01,9,Sat,Grocery,Credit,75,17,902.31,57,1,1.0,1,20.8,0,0
660.77,9,Thu,Gas,Debit,20,45,537.77,56,1,0.0,1,,0,0
22.0,7,Mon,Online,Credit,76,16,836.36,8,1,1.0,3,26.8,0,1
,0,Mon,Online,Debit,19,9,1066.5,24,1,0.0,4,12.9,0,1
77.71,12,Thu,Restaurant,Debit,65,4,1744.38,14,1,4.0,1,8.2,0,1
83.84,23,Sun,Grocery,Debit,20,47,1591.96,23,1,2.0,1,6.6,1,1
189.66,8,Tue,Online,Debit,73,7,889.3,50,1,0.0,2,22.7,0,1
176.86,21,Sat,Gas,Credit,32,3,778.96,56,1,0.0,5,64.0,0,1
710.91,9,Fri,Electronics,Credit,34,20,561.96,53,2,0.0,1,17.4,0,0
20.61,14,Tue,ATM,Credit,65,1,142.76,54,1,0.0,4,48.7,0,1
16.49,4,Mon,Grocery,Credit,69,121,50.0,36,1,1.0,1,0.3,0,0
193.29,21,Mon,Healthcare,Prepaid,24,36,462.92,17,1,0.0,5,31.6,0,0
,15,Fri,ATM,Debit,65,6,1454.98,45,1,0.0,1,38.4,0,1
48.06,12,Tue,Gas,Credit,22,7,1441.24,5,1,0.0,6,19.9,0,0
12.41,21,Wed,ATM,Credit,51,30,828.66,3,1,1.0,1,54.4,0,0
13.43,19,Thu,Online,Credit,50,16,986.09,9,1,0.0,5,17.8,0,0
336.92,17,Fri,Grocery,Debit,71,54,558.11,20,1,1.0,1,5.5,0,0
31.95,10,Mon,Restaurant,Debit,78,28,787.94,58,1,0.0,1,4.9,0,0
58.59,8,Wed,Grocery,Debit,62,20,489.53,50,5,0.0,3,16.2,0,0
38.55,15,Thu,Restaurant,Prepaid,33,119,488.81,20,1,0.0,2,47.4,0,0
65.77,1,Thu,Online,Credit,54,18,1045.02,51,2,0.0,2,1.5,1,1
10.79,1,Sat,Restaurant,Credit,20,18,557.88,19,1,2.0,1,18.5,0,1
109.8,11,Tue,Restaurant,Credit,76,39,996.87,21,1,1.0,3,29.4,0,0
10.5,7,Sat,Gas,Credit,76,60,741.12,16,1,0.0,5,2.5,0,0
241.68,8,Fri,ATM,Prepaid,64,35,1367.15,33,3,0.0,1,2.5,0,0
39.93,11,Thu,Grocery,Debit,65,43,1020.94,5,1,0.0,2,9.1,0,0
116.48,8,Fri,Restaurant,Debit,60,17,897.73,24,1,0.0,4,6.4,0,1
318.14,9,Wed,Grocery,Credit,74,24,227.87,15,1,0.0,2,4.4,1,1
157.85,1,Mon,Gas,Credit,68,8,603.8,26,1,0.0,3,4.4,0,1
114.2,15,Fri,Grocery,Credit,67,41,,44,3,2.0,4,2.8,0,1
58.81,19,Thu,Gas,Credit,38,9,,25,2,1.0,3,18.9,0,0
60.75,6,Thu,Electronics,Debit,58,1,1065.29,28,2,0.0,2,23.3,0,0
166.07,1,Wed,Grocery,Credit,25,98,,33,1,2.0,6,24.3,1,1
770.92,0,Sun,ATM,Debit,39,13,386.71,46,3,0.0,4,15.2,0,1
162.64,18,Thu,Grocery,Debit,68,8,1036.85,18,1,0.0,3,61.1,0,0
122.39,3,Mon,Restaurant,Credit,71,11,615.49,18,1,,1,42.5,0,1
196.76,23,Wed,Grocery,Debit,22,14,540.99,38,2,1.0,1,63.2,0,0
93.88,21,Fri,Restaurant,Credit,34,23,358.91,33,1,2.0,2,9.8,0,1
9.3,1,Fri,Travel,Debit,54,3,659.47,27,1,1.0,2,42.0,0,0
123.93,13,Thu,Restaurant,Debit,31,2,577.12,49,1,1.0,1,28.8,0,0
474.18,1,Sat,Grocery,Prepaid,56,12,1264.3,50,1,0.0,1,8.3,0,1
28.91,14,Tue,Restaurant,Credit,58,13,693.0,15,1,0.0,1,2.3,0,0
175.68,11,Wed,Gas,Credit,45,5,1012.86,44,1,0.0,3,23.0,1,0
33.65,4,Sat,Online,Credit,48,19,78.9,13,2,2.0,4,2.9,0,1
115.12,19,Sat,Travel,Credit,34,12,1097.77,52,2,3.0,4,7.0,0,1
15.25,6,Fri,Gas,Debit,52,1,1056.55,34,3,0.0,1,13.9,0,0
89.78,23,Sat,Grocery,Prepaid,57,78,217.71,4,1,1.0,1,22.8,0,0
211.69,20,Mon,Electronics,Credit,39,78,451.26,35,2,0.0,1,52.1,0,0
64.06,9,Sat,Grocery,Credit,62,8,534.8,19,2,0.0,1,18.0,1,0
164.0,13,Wed,Electronics,Credit,65,6,718.92,31,1,0.0,2,22.3,0,0
238.04,13,Tue,Electronics,Credit,70,29,518.04,25,1,1.0,1,7.4,0,0
392.96,4,Tue,Travel,Credit,46,36,702.02,40,1,0.0,1,23.2,1,0
40.11,17,Wed,Travel,Credit,27,114,1061.43,12,1,2.0,1,11.5,0,0
76.45,23,Tue,Healthcare,Debit,35,17,576.73,12,1,0.0,1,38.9,0,0
24.8,13,Wed,Grocery,Credit,52,35,918.9,42,1,0.0,1,10.0,0,0
733.6,1,Mon,Gas,Credit,61,76,870.22,25,1,0.0,1,12.6,0,0
392.6,11,Tue,Online,Debit,33,22,50.0,33,1,2.0,1,11.3,0,0
116.47,21,Thu,Travel,Credit,67,5,476.87,37,1,0.0,1,33.3,0,1
276.81,23,Wed,Electronics,Debit,66,17,1194.27,28,2,,1,61.5,0,0
110.4,5,Wed,Electronics,Debit,24,5,442.11,52,2,0.0,2,7.9,0,1
146.56,3,Fri,Grocery,Debit,47,1,371.67,43,1,0.0,8,12.9,0,1
14.0,12,Sat,Electronics,Credit,36,50,,9,1,1.0,1,24.5,0,0
211.14,3,Fri,Online,Credit,72,10,861.38,14,1,0.0,2,45.1,0,0
20.5,21,Wed,Grocery,Debit,77,1,1382.9,3,1,1.0,4,13.6,0,1
262.36,13,Fri,Grocery,Debit,40,74,614.08,5,1,0.0,1,2.3,1,0
228.51,15,Mon,Online,Credit,25,21,1280.85,56,2,0.0,1,9.2,0,0
185.03,3,Mon,Online,Credit,34,10,444.46,26,1,1.0,1,16.0,0,0
5.52,23,Wed,Restaurant,Credit,38,11,50.0,53,2,2.0,1,10.8,0,1
54.17,0,Sat,Gas,Credit,43,10,1069.31,41,2,0.0,2,4.1,0,0
45.8,12,Tue,Restaurant,Debit,74,8,1029.29,18,1,0.0,1,0.8,0,0
66.98,3,Mon,Grocery,Credit,45,66,1069.15,38,1,0.0,4,23.3,0,1
13.76,19,Mon,Restaurant,Credit,76,7,717.38,21,1,0.0,1,98.5,1,1
414.59,17,Sat,Travel,Debit,56,30,1386.78,57,1,0.0,4,50.3,0,0
121.05,5,Thu,Healthcare,Credit,50,3,1146.2,39,1,0.0,5,23.0,0,0
54.69,2,Tue,Grocery,Debit,57,108,1129.97,16,5,2.0,8,36.8,0,1
75.87,22,Thu,Travel,Debit,36,33,848.66,40,2,1.0,3,,0,0
88.91,12,Thu,Restaurant,Credit,46,84,261.2,23,3,0.0,1,19.5,0,0
137.67,15,Fri,Travel,Debit,37,18,827.06,29,1,1.0,2,1.3,0,1
108.75,4,Tue,Grocery,Debit,37,60,943.78,10,1,0.0,1,24.6,0,0
377.72,3,Sat,Electronics,Credit,27,69,1613.12,58,1,0.0,4,70.0,0,1
103.06,20,Tue,Online,Credit,79,44,906.42,5,1,2.0,1,39.4,0,1
727.24,7,Fri,Travel,Credit,29,4,381.57,11,1,2.0,1,15.3,0,0
286.0,18,Mon,Restaurant,Prepaid,73,1,986.92,29,1,0.0,4,31.1,0,1
35.08,13,Wed,Electronics,Debit,50,7,1303.01,53,1,1.0,1,,0,0
400.17,6,Wed,Electronics,Credit,73,5,1483.43,45,3,0.0,1,4.9,0,1
18.56,13,Thu,Restaurant,Debit,42,46,757.24,27,4,2.0,1,31.5,0,0
255.11,5,Mon,Online,Credit,42,29,720.16,52,1,0.0,2,6.3,1,0
71.86,11,Fri,Healthcare,Debit,70,27,235.46,34,3,1.0,2,41.9,0,1
315.53,15,Tue,Restaurant,Debit,21,10,558.66,14,1,0.0,2,2.1,0,1
303.81,16,Fri,Restaurant,Credit,21,6,973.13,41,1,0.0,4,3.9,0,1
245.93,12,Sat,Online,Debit,26,8,190.46,42,2,0.0,1,25.5,0,1
234.12,22,Thu,Restaurant,Debit,32,18,1619.02,10,1,0.0,1,3.8,0,0
54.51,13,Fri,Travel,Debit,73,49,657.33,42,3,1.0,2,3.4,0,0
12.66,6,Fri,Electronics,Credit,43,11,848.14,58,1,2.0,2,16.2,0,0
77.37,13,Wed,Online,Debit,32,43,936.86,51,3,1.0,1,36.0,1,0
28.59,14,Sat,Travel,Prepaid,43,24,1251.66,11,5,0.0,1,6.3,0,1
178.09,11,Tue,Online,Credit,45,78,906.68,11,1,1.0,1,36.8,0,0
63.72,16,Thu,Online,Credit,24,10,,35,1,0.0,1,33.0,0,0
557.04,8,Fri,Grocery,Credit,49,22,968.72,19,1,0.0,1,17.3,0,1
153.65,21,Wed,Online,Debit,29,4,1250.82,24,1,2.0,1,20.8,1,0
259.3,14,Tue,Online,Debit,52,15,442.12,54,1,0.0,1,0.8,0,0
,11,Wed,Restaurant,Credit,69,25,,1,2,2.0,1,9.1,0,1
297.09,1,Sat,Grocery,Debit,49,48,901.7,12,1,1.0,3,6.1,0,1
384.12,4,Sun,Grocery,Credit,26,8,838.06,47,5,,4,3.3,1,1
100.14,12,Thu,Restaurant,Debit,31,9,544.0,14,2,0.0,1,9.9,0,0
139.81,19,Fri,Restaurant,Credit,30,36,711.1,3,1,0.0,1,8.8,0,0
217.1,22,Sun,Travel,Credit,73,17,975.43,52,1,3.0,5,26.1,0,1
28.83,7,Mon,Grocery,Credit,77,24,630.33,45,1,0.0,1,18.2,0,0
104.74,13,Tue,Online,Credit,61,65,408.29,50,1,0.0,8,48.9,0,1
76.29,14,Fri,Electronics,Debit,50,25,391.95,32,1,0.0,1,3.1,0,1
23.74,10,Sat,Electronics,Debit,49,38,912.37,16,1,0.0,4,1.2,0,1
68.72,0,Sat,Restaurant,Credit,36,38,995.71,38,1,1.0,1,15.3,1,0
10.59,20,Wed,Restaurant,Credit,47,59,772.92,10,1,0.0,1,0.0,0,0
3.92,2,Mon,Grocery,Credit,33,37,1526.05,17,2,4.0,6,31.0,0,0
21.78,16,Wed,Electronics,Debit,29,2,119.73,49,2,0.0,6,14.1,0,1
494.99,18,Tue,Grocery,Debit,27,15,951.88,40,1,0.0,1,13.4,1,1
119.62,13,Tue,Online,Credit,19,163,63.71,4,1,0.0,5,,0,1
506.43,21,Fri,Online,Debit,35,8,758.48,15,2,3.0,1,9.4,0,1
84.98,22,Mon,Restaurant,Credit,30,32,900.02,33,5,0.0,2,,1,1
56.05,7,Sat,Online,Prepaid,46,67,729.39,39,1,0.0,1,0.3,1,1
105.83,12,Wed,Online,Prepaid,41,32,50.0,57,1,0.0,1,1.7,0,0
86.84,19,Thu,Grocery,Debit,55,17,761.95,10,1,0.0,3,14.1,1,0
16.75,2,Mon,Healthcare,Prepaid,29,3,,7,1,0.0,1,3.3,0,0
153.59,4,Wed,Online,Debit,77,16,1158.99,33,1,1.0,1,30.2,0,0
36.51,8,Mon,Grocery,Debit,77,7,229.19,17,1,0.0,1,6.4,0,0
144.98,5,Sun,Grocery,Debit,46,117,1376.39,12,1,0.0,1,2.1,0,1
,21,Sat,Grocery,Credit,39,45,50.0,17,1,1.0,2,5.4,0,0
24.74,1,Wed,Grocery,Credit,53,50,281.6,47,1,0.0,1,8.8,0,1
9.5,12,Tue,Online,Credit,18,21,870.46,56,1,0.0,3,0.7,0,0
227.64,4,Sun,Restaurant,Debit,60,4,924.26,16,3,0.0,1,3.1,0,0
92.37,7,Wed,Online,Credit,72,11,1404.78,55,1,0.0,1,7.8,0,0
8.99,22,Tue,Online,Credit,57,11,,14,4,,1,,0,0
790.79,0,Thu,Gas,Credit,51,24,759.38,3,1,0.0,2,32.2,1,1
8.93,19,Sun,Gas,Credit,51,22,977.77,51,1,0.0,1,37.1,0,0
178.13,11,Mon,Grocery,Debit,65,20,50.0,44,1,0.0,1,4.3,0,0
617.29,22,Tue,Electronics,Prepaid,50,25,396.93,51,1,0.0,1,2.6,0,1
41.0,10,Sun,Gas,Debit,21,156,329.87,50,1,5.0,4,20.1,1,1
23.02,6,Tue,Grocery,Debit,55,13,1180.77,30,1,3.0,1,32.7,0,0
19.41,14,Mon,Grocery,Debit,47,34,1320.0,46,2,1.0,3,66.3,1,1
54.2,21,Thu,Online,Credit,70,10,1545.99,52,2,0.0,1,0.1,0,1
15.98,23,Sat,Gas,Credit,69,23,,55,1,0.0,1,10.7,0,0
,10,Wed,Electronics,Debit,63,8,1156.8,41,2,2.0,1,26.5,0,1
9.65,21,Sun,Gas,Credit,37,29,837.58,35,1,0.0,1,35.3,0,0
106.83,15,Fri,Online,Credit,43,11,600.28,26,1,0.0,1,1.3,0,0
856.93,2,Mon,Electronics,Debit,32,1,368.16,55,1,0.0,7,22.8,0,1
252.28,19,Sun,Grocery,Credit,24,61,332.32,12,1,0.0,1,6.8,0,0
143.26,13,Wed,ATM,Credit,24,5,251.52,31,1,2.0,1,1.6,0,1
54.85,2,Tue,Restaurant,Credit,67,17,1092.44,52,1,1.0,1,13.4,0,1
146.68,0,Thu,Grocery,Credit,46,23,636.03,17,1,1.0,1,3.4,0,0
112.31,20,Tue,Restaurant,Credit,40,20,510.58,37,1,1.0,1,26.7,0,0
83.29,14,Mon,Online,Credit,51,47,50.0,8,1,0.0,4,27.0,0,0
21.01,0,Mon,Electronics,Debit,37,33,434.73,19,1,1.0,1,36.9,0,0
326.53,16,Wed,Electronics,Debit,32,13,685.16,26,1,0.0,3,9.5,0,0
89.62,1,Sat,Electronics,Credit,50,2,185.44,4,1,1.0,1,0.3,0,1
32.47,19,Thu,Healthcare,Debit,70,53,1864.0,15,3,0.0,1,6.0,0,0
68.77,5,Sun,Grocery,Credit,34,16,263.86,51,1,1.0,1,12.6,0,0
80.2,7,Tue,Travel,Credit,37,79,1261.03,47,1,4.0,1,23.7,0,0
263.64,15,Tue,ATM,Credit,78,18,751.79,58,1,0.0,1,9.6,0,1
198.42,18,Mon,Grocery,Debit,74,46,573.41,14,2,,1,15.4,0,0
220.0,0,Tue,Healthcare,Credit,30,101,700.23,30,1,0.0,1,14.9,0,0
1.66,2,Tue,Healthcare,Debit,61,38,805.62,48,1,0.0,3,3.6,0,0
80.72,2,Fri,ATM,Debit,41,19,890.61,56,1,0.0,1,19.5,0,1
98.48,4,Sun,Grocery,Credit,71,30,407.23,42,5,1.0,2,11.6,1,1
2.91,11,Sun,Gas,Debit,64,28,1023.73,24,1,0.0,1,33.0,0,0
45.13,11,Tue,Online,Prepaid,73,32,688.28,46,1,0.0,4,23.5,1,0
214.25,19,Sat,Healthcare,Credit,54,6,267.49,52,1,1.0,1,2.4,0,0
22.12,12,Wed,Grocery,Credit,24,43,628.87,43,1,0.0,1,13.4,0,0
114.96,19,Mon,Online,Debit,25,6,1367.88,34,1,0.0,7,24.2,0,1
36.35,8,Sat,Restaurant,Debit,40,1,887.77,19,2,1.0,1,1.8,1,0
1.83,6,Thu,Grocery,Credit,31,35,801.83,3,1,1.0,2,31.5,0,0
41.4,3,Tue,Restaurant,Credit,21,4,640.92,4,1,0.0,2,5.0,0,1
558.67,18,Wed,Online,Credit,38,53,672.36,11,1,0.0,1,14.0,0,1
242.57,21,Tue,Restaurant,Credit,78,72,888.04,13,1,0.0,5,56.5,0,0
481.25,18,Fri,Travel,Credit,63,104,693.81,50,1,0.0,3,16.9,0,1
100.37,5,Wed,Healthcare,Prepaid,27,39,981.64,18,1,0.0,3,11.0,1,0
17.44,12,Sun,Restaurant,Debit,39,24,929.3,19,1,1.0,6,0.1,0,0
119.1,10,Mon,Gas,Credit,47,16,,44,1,1.0,1,2.9,0,0
90.87,12,Wed,Restaurant,Debit,47,24,1011.15,33,1,0.0,1,17.3,0,0
279.03,12,Thu,Restaurant,Debit,77,8,418.16,56,3,0.0,3,13.6,1,1
,21,Thu,Gas,Credit,33,15,401.71,38,1,0.0,1,9.0,0,0
100.49,19,Tue,ATM,Credit,28,46,789.89,3,3,0.0,1,51.3,0,1
24.39,14,Fri,Travel,Credit,39,9,903.28,49,1,0.0,1,8.1,0,0
58.88,20,Sat,Online,Debit,46,11,1045.97,35,1,2.0,5,15.4,0,0
200.54,12,Sun,Grocery,Credit,42,50,50.0,1,1,0.0,1,16.8,0,0
96.94,21,Sat,Grocery,Prepaid,75,7,1115.7,35,1,0.0,3,15.0,1,1
70.71,10,Sat,Travel,Credit,31,10,965.06,36,1,0.0,1,13.0,0,0
75.25,18,Thu,Grocery,Credit,31,1,,38,2,0.0,1,8.2,0,0
92.27,7,Sat,Electronics,Credit,19,46,705.47,39,5,0.0,3,47.9,0,0
230.58,19,Tue,Travel,Credit,71,35,,55,1,0.0,6,12.0,0,0
333.96,7,Wed,Grocery,Debit,30,43,50.0,25,3,0.0,1,15.0,0,1
466.28,9,Tue,Electronics,Prepaid,20,9,299.59,40,1,0.0,1,21.4,0,1
231.9,15,Wed,Travel,Credit,47,42,1264.51,13,4,5.0,1,1.4,0,1
56.84,18,Tue,Travel,Prepaid,35,33,559.05,4,1,0.0,3,30.4,0,0
174.78,22,Sun,ATM,Debit,71,16,765.63,6,2,,1,14.4,0,0
86.33,10,Tue,Gas,Credit,53,21,753.34,11,1,0.0,1,21.4,0,0
44.09,12,Mon,Restaurant,Debit,38,30,1085.86,1,3,0.0,2,29.6,0,0
275.71,8,Thu,ATM,Credit,70,24,637.34,8,1,0.0,1,41.4,0,1
5.88,19,Mon,Online,Debit,36,37,671.14,54,1,0.0,1,10.0,0,0
348.05,23,Mon,Grocery,Credit,33,7,876.23,34,1,0.0,4,33.4,0,0
92.84,18,Tue,Grocery,Debit,45,28,1138.66,40,2,1.0,4,6.0,0,1
152.09,15,Wed,Gas,Credit,21,22,1265.23,52,1,0.0,5,21.6,0,1
161.54,6,Wed,Travel,Debit,68,22,672.41,9,1,2.0,1,2.2,0,0
338.24,18,Fri,Online,Debit,72,23,603.64,36,1,1.0,4,0.4,0,1
151.87,11,Fri,Online,Credit,32,77,,49,2,0.0,2,2.0,0,1
142.76,14,Wed,Gas,Credit,18,61,1334.02,39,1,0.0,1,,0,0
10.35,22,Wed,Healthcare,Credit,65,36,,42,1,0.0,2,0.6,1,0
109.6,13,Tue,Travel,Debit,64,45,608.09,37,3,0.0,1,19.9,0,0
24.41,10,Fri,Grocery,Credit,33,2,154.38,42,1,0.0,2,7.6,0,0
200.59,9,Mon,Online,Debit,71,49,1242.79,59,1,0.0,2,26.7,0,0
107.68,10,Mon,Electronics,Credit,37,24,1287.7,44,1,2.0,3,0.9,0,0
171.02,5,Fri,Online,Credit,50,14,355.63,21,3,0.0,1,4.9,0,0
6.38,1,Wed,Healthcare,Credit,34,5,621.92,20,1,0.0,2,10.5,0,0
13.29,10,Mon,Gas,Credit,22,3,1150.61,38,1,0.0,1,9.6,0,0
188.99,18,Tue,Gas,Debit,79,2,954.32,1,3,0.0,5,2.8,0,1
11.22,5,Sun,Restaurant,Prepaid,22,6,50.0,35,1,2.0,2,102.8,1,0
11.09,13,Sat,Restaurant,Credit,75,1,348.79,59,2,0.0,1,6.7,0,0
1.83,19,Fri,Restaurant,Credit,56,47,1032.65,28,1,0.0,1,25.5,0,0
470.25,5,Thu,Gas,Credit,30,10,899.68,7,1,2.0,2,5.0,0,1
200.63,16,Thu,Online,Debit,61,17,1066.4,43,1,1.0,1,42.1,0,0
65.37,9,Sun,Gas,Credit,53,62,1112.23,56,1,1.0,2,9.8,0,0
52.76,0,Sun,Grocery,Debit,47,4,896.68,44,1,2.0,1,46.2,0,1
64.55,2,Tue,Restaurant,Prepaid,74,65,968.15,9,1,0.0,2,8.4,0,0
223.52,7,Sat,Online,Credit,21,37,572.17,1,4,0.0,1,0.2,0,0
162.43,7,Tue,Restaurant,Debit,40,15,845.7,36,1,0.0,1,14.6,0,1
30.72,19,Tue,Travel,Credit,38,5,925.39,34,2,0.0,5,14.9,0,1
28.69,21,Fri,Online,Credit,38,3,1482.38,34,1,,2,,0,1
15.54,14,Wed,Gas,Credit,23,15,470.17,17,1,2.0,1,5.4,0,1
161.96,23,Sun,Restaurant,Credit,41,5,1089.54,53,2,0.0,7,30.6,0,0
216.83,6,Mon,ATM,Credit,64,11,753.78,32,1,2.0,1,0.7,0,0
46.19,10,Thu,Grocery,Credit,70,2,1097.88,2,3,0.0,2,13.4,0,1
3.18,6,Sun,Healthcare,Credit,48,33,751.85,36,1,1.0,1,,0,0
12.86,3,Sun,Grocery,Credit,36,6,1270.96,25,1,0.0,1,23.3,0,0
515.65,11,Mon,Grocery,Debit,55,51,502.98,43,1,1.0,1,0.8,0,0
52.53,5,Wed,ATM,Prepaid,79,9,,51,1,0.0,1,17.6,0,1
219.95,13,Thu,Electronics,Credit,29,58,975.75,56,1,0.0,4,0.1,0,0
146.99,11,Mon,Online,Credit,31,8,527.47,26,2,0.0,4,6.2,0,1
72.18,10,Sun,Online,Credit,67,46,921.86,45,1,4.0,1,13.9,0,1
34.54,18,Sun,Online,Debit,77,15,1202.77,54,1,0.0,1,48.4,0,0
19.41,20,Tue,Healthcare,Debit,29,31,773.15,26,2,0.0,4,2.7,0,1
143.18,4,Mon,Electronics,Credit,73,1,1100.19,21,2,0.0,1,3.7,0,1
223.5,13,Mon,Online,Credit,73,25,530.28,18,1,0.0,1,22.1,0,0
154.88,20,Sun,Grocery,Credit,32,6,361.42,59,1,1.0,1,9.4,1,0
113.35,23,Tue,Restaurant,Credit,36,24,1078.19,29,1,1.0,1,19.5,0,0
6.43,15,Wed,Online,Prepaid,45,5,576.33,51,1,2.0,1,,0,1
518.61,12,Wed,Restaurant,Debit,57,21,129.31,24,1,0.0,2,86.7,0,1
240.45,21,Thu,Gas,Credit,58,4,495.9,47,5,0.0,1,8.7,0,1
,21,Mon,Travel,Credit,22,9,1339.03,28,1,2.0,4,14.0,0,0
586.58,19,Tue,Gas,Credit,22,33,1224.11,12,1,5.0,1,47.0,0,1
138.15,21,Sun,Healthcare,Credit,23,135,351.83,57,3,3.0,2,1.9,1,0
130.99,3,Sun,Grocery,Debit,40,21,215.33,11,1,1.0,1,12.0,0,0
206.79,10,Fri,Travel,Credit,20,42,636.31,27,3,0.0,3,9.5,0,1
250.51,16,Mon,ATM,Credit,54,28,1216.18,23,1,0.0,1,7.0,1,1
160.28,6,Wed,Restaurant,Credit,50,25,721.71,33,1,1.0,1,103.0,0,0
20.56,13,Thu,Grocery,Debit,60,2,725.04,16,3,2.0,3,26.5,0,1
61.93,10,Tue,Travel,Debit,75,6,554.35,28,1,1.0,1,9.8,0,0
394.84,21,Sun,Restaurant,Credit,38,77,691.39,28,2,0.0,2,35.3,0,0
38.16,8,Thu,Grocery,Credit,37,19,1138.96,45,1,0.0,6,13.5,0,0
69.82,22,Mon,Online,Credit,18,34,834.1,38,2,0.0,1,41.2,0,0
84.87,12,Sun,Travel,Prepaid,56,27,719.25,55,1,0.0,1,6.2,0,0
86.81,22,Sun,ATM,Credit,64,17,1060.28,6,1,0.0,1,5.1,0,0
142.38,17,Mon,Online,Credit,34,18,828.64,42,1,2.0,3,5.7,0,1
429.91,10,Thu,Gas,Credit,46,29,1180.09,59,1,0.0,1,15.5,0,0
41.3,14,Tue,Grocery,Debit,25,5,527.99,29,1,0.0,2,6.9,0,0
19.43,21,Wed,Restaurant,Credit,79,18,908.83,34,1,0.0,3,3.2,0,0
33.0,18,Tue,Grocery,Credit,43,21,1155.03,57,1,1.0,1,104.5,0,0
326.96,0,Thu,ATM,Debit,45,151,1421.35,3,1,0.0,3,46.1,0,1
155.69,3,Sun,Grocery,Debit,51,16,362.54,6,2,2.0,1,20.2,0,1
50.51,13,Thu,Electronics,Debit,43,37,730.51,48,1,0.0,1,44.4,0,0
253.88,13,Mon,Travel,Debit,30,5,273.63,38,1,0.0,2,54.8,0,0
296.39,2,Thu,Electronics,Credit,61,2,412.08,56,1,1.0,1,22.5,0,1
281.12,16,Wed,Grocery,Credit,54,74,807.41,13,1,0.0,1,14.6,0,0
376.86,2,Sat,Gas,Prepaid,30,47,50.0,36,3,0.0,2,42.7,0,1
43.6,15,Wed,Grocery,Credit,55,14,967.74,15,1,0.0,2,16.8,0,0
211.0,13,Tue,Grocery,Debit,42,25,1022.87,6,1,1.0,1,2.7,1,0
92.58,19,Tue,Restaurant,Debit,64,5,769.43,33,1,0.0,3,9.1,0,0
276.77,12,Fri,Online,Credit,79,44,463.84,41,2,0.0,1,11.8,0,0
