age,gender,education,department,job_level,years_at_company,years_in_role,num_companies_worked,monthly_income,overtime,work_life_balance,job_satisfaction,relationship_satisfaction,environment_satisfaction,training_last_year,performance_rating,distance_from_home,business_travel,attrition
55,Male,High School,Sales,Junior,2.5,1.4,1,5200.0,Yes,4.0,4,3,4.0,4.0,2,1,Travel_Rarely,0
29,Male,Master,Sales,Senior,1.0,0.5,7,8500.0,No,4.0,3,4,2.0,0.0,3,25,Non-Travel,1
40,Female,Master,Sales,Lead,1.6,1.5,1,10600.0,No,4.0,3,2,3.0,3.0,4,16,Non-Travel,0
58,Male,Bachelor,Sales,Lead,12.9,4.3,5,10300.0,No,3.0,1,2,2.0,4.0,2,16,Travel_Rarely,0
27,Female,Master,Sales,Manager,2.9,1.1,4,10500.0,No,1.0,4,3,4.0,1.0,3,29,Travel_Frequently,0
47,Female,Master,Finance,Lead,2.0,0.7,5,9600.0,No,3.0,2,3,2.0,2.0,3,10,Non-Travel,1
55,Male,Master,Engineering,Junior,2.9,2.6,6,6400.0,Yes,3.0,4,3,1.0,4.0,3,24,Non-Travel,0
27,Female,High School,Operations,Mid,6.0,1.8,3,5300.0,Yes,3.0,4,3,2.0,0.0,4,17,Travel_Rarely,0
58,Male,Master,Sales,Lead,1.7,1.5,5,11300.0,Yes,3.0,2,2,4.0,1.0,4,29,Travel_Rarely,1
54,Female,Bachelor,Engineering,Mid,0.8,0.5,6,7400.0,No,3.0,1,3,2.0,4.0,2,10,Travel_Rarely,1
43,Male,PhD,Engineering,Senior,3.5,1.1,2,10900.0,Yes,3.0,3,3,1.0,2.0,3,6,Travel_Rarely,0
42,Male,Bachelor,Sales,Senior,4.4,2.6,4,5800.0,Yes,4.0,4,4,3.0,3.0,4,14,Travel_Rarely,0
27,Female,Bachelor,Marketing,Mid,5.0,2.2,1,5700.0,No,4.0,4,4,,3.0,3,26,Travel_Frequently,0
27,Female,Bachelor,Sales,Lead,8.5,6.3,5,8500.0,Yes,3.0,3,3,,6.0,1,28,Non-Travel,0
25,Female,Bachelor,Operations,Mid,1.9,1.5,5,5000.0,Yes,3.0,4,3,3.0,3.0,3,28,Travel_Rarely,0
51,Male,PhD,Operations,Mid,0.3,0.2,1,7800.0,No,3.0,2,3,,5.0,4,15,Non-Travel,0
32,Female,Master,HR,Manager,12.7,4.2,1,10100.0,No,1.0,3,2,3.0,1.0,4,4,Travel_Frequently,1
51,Male,PhD,HR,Mid,2.3,1.7,3,8800.0,No,2.0,3,4,1.0,6.0,3,27,Travel_Frequently,1
52,Male,Master,Finance,Junior,3.9,3.5,5,6100.0,Yes,2.0,2,4,3.0,6.0,3,2,Non-Travel,1
45,Male,Bachelor,Engineering,Mid,4.4,3.5,5,7600.0,No,2.0,3,3,3.0,6.0,3,19,Non-Travel,1
30,Female,PhD,Finance,Lead,3.2,2.8,7,10400.0,Yes,1.0,4,4,3.0,5.0,3,28,Non-Travel,1
24,Male,Bachelor,Sales,Senior,0.9,0.4,2,6300.0,No,4.0,4,3,2.0,6.0,3,13,Travel_Rarely,0
52,Male,Bachelor,Sales,Senior,5.6,5.2,7,7800.0,No,3.0,3,1,1.0,2.0,3,12,Non-Travel,0
58,Female,Master,Engineering,Senior,6.5,3.4,6,10100.0,No,3.0,4,3,4.0,2.0,4,25,Travel_Rarely,0
57,Male,Bachelor,HR,Junior,3.2,1.0,2,7400.0,No,,2,3,4.0,4.0,3,21,Travel_Rarely,1
45,Male,Bachelor,Operations,Lead,2.7,2.4,7,8000.0,No,3.0,4,4,2.0,3.0,4,23,Travel_Rarely,0
52,Male,Master,Sales,Lead,0.5,0.5,5,9500.0,No,1.0,1,3,2.0,1.0,3,13,Travel_Frequently,1
27,Female,Master,Marketing,Junior,0.4,0.3,2,5600.0,No,2.0,3,4,4.0,5.0,3,15,Travel_Rarely,0
23,Male,Bachelor,Sales,Junior,1.7,0.8,5,4200.0,No,4.0,2,3,3.0,5.0,4,2,Travel_Frequently,0
41,Male,High School,Engineering,Manager,1.5,0.7,4,8600.0,Yes,3.0,4,4,3.0,3.0,3,8,Non-Travel,0
49,Female,Master,Engineering,Lead,12.3,7.7,3,9300.0,No,3.0,2,2,3.0,5.0,3,3,Non-Travel,0
32,Female,High School,Engineering,Lead,6.1,5.7,2,7000.0,Yes,3.0,1,3,2.0,3.0,2,1,Travel_Rarely,1
25,Male,Bachelor,Sales,Lead,4.3,1.7,5,6800.0,No,2.0,3,4,3.0,4.0,4,29,Travel_Rarely,0
36,Female,Master,HR,Mid,2.9,2.5,2,7400.0,No,,1,3,4.0,4.0,3,24,Non-Travel,0
27,Female,High School,Marketing,Senior,0.7,0.4,6,77284.0,No,3.0,2,3,1.0,4.0,2,11,Travel_Rarely,0
51,Female,Master,Engineering,Mid,15.4,13.3,3,8200.0,No,,3,3,3.0,0.0,4,27,Travel_Rarely,0
59,Male,Master,HR,Junior,1.9,1.8,4,6700.0,No,2.0,2,4,3.0,0.0,3,9,Travel_Frequently,0
23,Female,Bachelor,Marketing,Senior,0.5,0.3,1,7000.0,Yes,4.0,2,4,4.0,5.0,2,24,Travel_Rarely,1
36,Male,Bachelor,Finance,Mid,2.7,1.5,1,6100.0,No,2.0,2,3,2.0,1.0,3,17,Travel_Rarely,1
32,Male,Master,HR,Senior,8.3,7.2,2,7500.0,No,3.0,2,4,4.0,1.0,3,28,Travel_Frequently,0
29,Male,Bachelor,Engineering,Mid,8.7,5.8,5,6900.0,No,,3,3,2.0,4.0,3,7,Travel_Rarely,0
47,Male,High School,Operations,Mid,0.0,0.0,6,6100.0,No,3.0,3,4,3.0,2.0,3,23,Travel_Rarely,1
26,Male,Bachelor,Finance,Junior,8.7,6.4,3,4400.0,Yes,3.0,3,3,2.0,1.0,3,4,Travel_Rarely,0
27,Female,High School,Engineering,Junior,1.3,0.5,4,4600.0,No,2.0,2,3,4.0,5.0,3,29,Travel_Rarely,1
47,Male,High School,Engineering,Junior,0.2,0.2,4,4600.0,No,3.0,3,1,,6.0,1,29,Non-Travel,0
25,Male,Bachelor,Marketing,Junior,7.5,3.3,7,4600.0,Yes,2.0,3,3,4.0,0.0,2,13,Non-Travel,1
40,Male,Bachelor,Sales,Manager,8.0,7.6,4,12100.0,No,1.0,3,3,3.0,6.0,4,28,Travel_Rarely,0
41,Male,High School,Operations,Junior,3.6,1.7,1,3600.0,No,2.0,2,3,4.0,6.0,3,24,Travel_Rarely,0
54,Female,High School,Sales,Junior,3.4,2.8,3,,Yes,3.0,2,4,2.0,5.0,3,5,Non-Travel,1
41,Male,Bachelor,Marketing,Senior,6.7,3.3,7,7200.0,No,2.0,2,4,2.0,5.0,4,29,Non-Travel,0
33,Male,Bachelor,Engineering,Senior,6.2,3.2,1,6700.0,Yes,2.0,2,2,3.0,0.0,4,12,Non-Travel,0
22,Male,Master,HR,Junior,8.8,4.5,2,,Yes,3.0,1,3,3.0,3.0,3,20,Travel_Rarely,1
47,Male,Master,Operations,Senior,3.2,2.6,4,10000.0,No,4.0,3,3,3.0,6.0,4,29,Travel_Rarely,0
35,Male,Bachelor,Engineering,Senior,13.7,9.4,3,6600.0,No,3.0,3,2,3.0,4.0,3,5,Travel_Rarely,0
59,Female,Master,HR,Junior,22.2,20.4,4,7800.0,Yes,4.0,4,3,1.0,6.0,4,11,Travel_Rarely,0
58,Female,Bachelor,Sales,Mid,0.5,0.3,1,6600.0,No,,3,3,3.0,5.0,4,2,Travel_Frequently,0
32,Male,Bachelor,Sales,Manager,7.6,6.0,1,10400.0,Yes,3.0,3,1,2.0,2.0,3,4,Travel_Rarely,0
57,Female,Bachelor,Engineering,Lead,2.8,2.3,1,10100.0,No,3.0,3,1,2.0,4.0,4,10,Travel_Rarely,0
34,Female,Bachelor,Finance,Senior,2.0,0.8,4,6900.0,No,2.0,2,4,4.0,6.0,4,24,Travel_Frequently,1
24,Female,Bachelor,Sales,Junior,3.8,2.2,3,,No,1.0,3,3,3.0,0.0,3,7,Travel_Frequently,0
54,Male,Master,Sales,Mid,0.2,0.1,3,7800.0,Yes,2.0,3,3,4.0,2.0,4,12,Travel_Rarely,1
27,Male,Bachelor,Engineering,Mid,2.8,1.5,2,6000.0,No,2.0,3,3,1.0,1.0,3,8,Travel_Frequently,1
31,Male,Bachelor,Finance,Junior,8.2,4.3,4,5700.0,Yes,3.0,4,2,1.0,3.0,4,23,Travel_Rarely,1
26,Female,Bachelor,Finance,Mid,1.0,0.8,2,5700.0,No,3.0,2,2,3.0,5.0,4,23,Travel_Rarely,0
44,Female,High School,Sales,Senior,2.2,1.0,6,6900.0,No,,2,2,2.0,0.0,3,27,Travel_Rarely,0
31,Male,Bachelor,Sales,Mid,11.2,8.9,2,6800.0,No,4.0,3,3,1.0,3.0,2,23,Travel_Rarely,1
23,Male,Bachelor,Operations,Senior,2.2,2.1,2,5900.0,No,3.0,3,4,2.0,5.0,4,16,Travel_Rarely,1
34,Female,Master,Engineering,Lead,1.8,1.3,2,8900.0,Yes,3.0,2,3,2.0,,2,2,Travel_Rarely,1
23,Female,High School,Operations,Mid,2.3,1.7,1,6300.0,No,4.0,3,2,2.0,6.0,3,3,Travel_Frequently,0
41,Female,Bachelor,Operations,Lead,2.9,1.0,6,8500.0,Yes,1.0,3,1,4.0,5.0,3,17,Travel_Rarely,1
22,Female,Master,Marketing,Junior,4.0,3.6,7,6100.0,No,3.0,3,3,3.0,4.0,2,15,Non-Travel,0
58,Male,Master,Sales,Lead,6.5,3.2,2,9700.0,No,3.0,2,3,3.0,,4,18,Non-Travel,0
30,Female,Master,Marketing,Junior,2.4,1.8,3,6800.0,No,3.0,3,3,1.0,4.0,3,10,Travel_Frequently,1
38,Female,Bachelor,Marketing,Junior,6.8,6.7,2,4500.0,Yes,4.0,4,2,4.0,3.0,4,22,Travel_Frequently,0
30,Male,Master,Finance,Senior,3.1,2.2,1,6800.0,Yes,3.0,4,3,2.0,6.0,4,2,Travel_Rarely,0
32,Male,Bachelor,Engineering,Mid,1.7,1.4,5,6500.0,Yes,1.0,4,3,2.0,0.0,3,17,Travel_Frequently,1
36,Female,Master,Engineering,Lead,4.3,2.6,7,9000.0,Yes,1.0,3,4,1.0,3.0,3,16,Travel_Frequently,1
45,Male,Master,Sales,Mid,5.1,1.7,6,7300.0,Yes,2.0,3,1,3.0,0.0,3,24,Travel_Frequently,0
59,Female,Bachelor,HR,Mid,3.3,2.8,5,7500.0,No,3.0,3,2,4.0,6.0,3,25,Travel_Rarely,0
56,Female,PhD,Finance,Mid,0.2,0.1,5,8800.0,No,2.0,1,3,3.0,6.0,3,7,Travel_Rarely,0
51,Female,Bachelor,Engineering,Mid,0.7,0.6,6,5900.0,No,2.0,2,2,,3.0,4,19,Non-Travel,1
52,Male,PhD,HR,Mid,1.3,0.4,4,8300.0,No,3.0,1,3,4.0,4.0,3,16,Travel_Frequently,1
26,Male,Master,Engineering,Senior,1.3,1.2,7,6800.0,No,2.0,3,2,1.0,6.0,4,1,Travel_Frequently,1
35,Female,Bachelor,Finance,Senior,4.5,1.8,7,8000.0,No,4.0,3,1,2.0,3.0,3,4,Travel_Rarely,0
32,Male,Bachelor,Operations,Lead,0.1,0.1,3,9100.0,No,2.0,1,4,,1.0,3,13,Travel_Rarely,0
30,Female,High School,Sales,Manager,5.6,4.0,1,8800.0,No,1.0,3,3,1.0,6.0,2,10,Travel_Rarely,0
55,Female,Bachelor,Engineering,Junior,1.2,0.7,6,6600.0,No,2.0,3,2,4.0,4.0,3,11,Travel_Rarely,0
33,Male,Bachelor,Sales,Senior,1.5,0.8,5,6700.0,No,4.0,3,2,4.0,3.0,4,19,Non-Travel,0
56,Male,Bachelor,Finance,Mid,3.0,1.9,1,8200.0,No,,3,4,4.0,3.0,4,15,Travel_Rarely,0
56,Male,Master,Marketing,Senior,1.0,0.5,1,11000.0,No,2.0,2,3,3.0,2.0,4,11,Non-Travel,0
22,Male,Master,Operations,Mid,8.6,5.2,4,6900.0,No,3.0,1,4,4.0,6.0,4,3,Travel_Frequently,0
43,Female,Bachelor,Engineering,Manager,0.4,0.2,5,10200.0,No,3.0,4,4,3.0,4.0,2,2,Travel_Rarely,0
50,Female,Bachelor,Operations,Senior,2.4,1.7,2,6900.0,No,2.0,2,4,3.0,2.0,3,11,Travel_Frequently,0
29,Female,Bachelor,Sales,Manager,7.6,3.5,1,10100.0,No,3.0,3,3,1.0,4.0,3,10,Travel_Rarely,0
32,Female,Bachelor,Finance,Lead,3.8,3.8,5,8000.0,No,2.0,3,4,4.0,0.0,3,3,Non-Travel,0
58,Male,Bachelor,Sales,Lead,1.4,0.9,7,8200.0,No,2.0,4,3,4.0,4.0,2,27,Non-Travel,1
35,Female,Master,Operations,Lead,2.2,1.0,1,9300.0,No,3.0,3,4,3.0,4.0,3,5,Travel_Frequently,0
51,Female,Bachelor,HR,Mid,4.9,3.1,4,8400.0,No,2.0,3,4,3.0,3.0,4,15,Travel_Rarely,0
56,Female,Bachelor,Finance,Junior,14.5,13.1,4,6900.0,No,4.0,2,3,3.0,1.0,3,4,Non-Travel,0
42,Female,Bachelor,Marketing,Mid,8.9,2.8,2,5400.0,Yes,1.0,4,3,4.0,5.0,3,17,Non-Travel,0
58,Male,High School,Sales,Junior,1.7,1.3,4,5900.0,No,,3,3,1.0,4.0,3,1,Travel_Rarely,1
26,Female,High School,Sales,Mid,25.3,17.3,5,5300.0,No,2.0,1,3,3.0,2.0,3,1,Travel_Rarely,0
40,Male,PhD,Operations,Mid,0.0,0.0,6,8600.0,No,,3,3,4.0,1.0,3,12,Non-Travel,0
35,Male,Bachelor,Engineering,Mid,0.1,0.1,4,4600.0,No,1.0,3,4,1.0,4.0,2,10,Travel_Rarely,1
47,Male,Bachelor,Sales,Manager,6.9,3.9,6,10800.0,No,4.0,1,3,4.0,1.0,4,9,Travel_Rarely,0
25,Female,Bachelor,Engineering,Lead,0.9,0.5,2,8000.0,No,2.0,3,1,,0.0,3,9,Travel_Rarely,1
46,Female,Bachelor,Finance,Junior,0.3,0.3,7,5700.0,No,3.0,4,3,4.0,1.0,4,25,Travel_Frequently,1
46,Female,Master,Sales,Mid,1.1,0.8,3,6000.0,No,3.0,3,4,3.0,0.0,3,26,Travel_Rarely,0
39,Female,PhD,Engineering,Mid,2.2,2.0,1,8000.0,No,3.0,3,4,3.0,1.0,3,20,Travel_Frequently,0
29,Male,High School,Sales,Mid,5.2,3.9,1,5800.0,No,2.0,3,3,3.0,1.0,4,20,Non-Travel,0
35,Female,PhD,Engineering,Senior,3.9,3.2,5,8600.0,No,4.0,3,1,2.0,2.0,3,14,Non-Travel,0
53,Male,Bachelor,Operations,Mid,1.1,1.0,2,6500.0,No,2.0,3,2,1.0,5.0,2,26,Non-Travel,1
59,Male,Master,Operations,Mid,2.8,0.9,2,9300.0,Yes,3.0,3,2,4.0,2.0,3,23,Travel_Rarely,0
54,Male,Bachelor,Finance,Lead,10.4,8.8,2,9000.0,Yes,3.0,1,2,3.0,3.0,4,29,Travel_Frequently,0
44,Female,Bachelor,Sales,Lead,6.7,4.9,1,8800.0,No,4.0,2,4,,1.0,2,19,Travel_Frequently,0
36,Female,Master,Operations,Junior,1.6,0.6,4,4800.0,No,3.0,4,3,1.0,0.0,3,10,Travel_Rarely,1
54,Male,Bachelor,HR,Senior,16.1,10.6,1,7200.0,No,2.0,4,3,3.0,6.0,3,3,Travel_Rarely,0
46,Male,Bachelor,Sales,Mid,4.9,1.8,1,8300.0,No,3.0,2,4,4.0,1.0,4,20,Travel_Rarely,1
38,Female,Bachelor,Operations,Mid,0.3,0.2,1,7400.0,No,1.0,3,3,3.0,6.0,3,27,Travel_Rarely,0
54,Male,Master,Marketing,Junior,0.1,0.1,7,7600.0,No,2.0,4,1,1.0,4.0,3,22,Non-Travel,0
23,Female,PhD,Marketing,Mid,0.7,0.7,7,5500.0,No,2.0,2,3,3.0,0.0,3,17,Travel_Rarely,0
35,Female,Bachelor,Finance,Mid,5.2,2.2,4,4900.0,No,4.0,3,2,2.0,4.0,2,27,Travel_Rarely,1
27,Male,PhD,Sales,Junior,0.8,0.6,3,5800.0,No,4.0,1,3,2.0,3.0,4,3,Non-Travel,1
27,Male,Bachelor,Sales,Senior,2.9,1.3,5,5600.0,No,1.0,3,4,,4.0,3,12,Non-Travel,0
24,Female,Bachelor,Finance,Senior,0.4,0.3,3,6200.0,Yes,3.0,4,4,3.0,3.0,4,15,Non-Travel,0
28,Female,Master,Sales,Junior,10.1,8.1,3,6500.0,No,2.0,4,1,3.0,3.0,3,5,Travel_Rarely,0
29,Male,Master,Engineering,Junior,1.7,1.4,1,5400.0,No,2.0,3,3,4.0,3.0,2,27,Non-Travel,1
36,Female,High School,Marketing,Lead,9.5,8.3,3,7600.0,No,1.0,3,3,3.0,4.0,3,15,Travel_Rarely,0
50,Male,Bachelor,Marketing,Junior,11.6,10.4,1,5800.0,No,3.0,3,3,4.0,3.0,4,20,Travel_Rarely,0
54,Male,Master,Engineering,Manager,0.0,0.0,1,12900.0,No,4.0,1,3,4.0,3.0,3,24,Travel_Rarely,0
51,Female,Master,Marketing,Senior,2.5,1.4,5,9600.0,Yes,2.0,2,1,3.0,2.0,3,16,Travel_Frequently,1
48,Female,High School,Marketing,Mid,0.1,0.1,2,6200.0,No,2.0,4,3,1.0,6.0,3,9,Travel_Rarely,0
57,Male,Bachelor,Finance,Junior,9.6,6.2,1,7400.0,No,2.0,2,4,4.0,5.0,3,8,Travel_Rarely,1
50,Female,PhD,Engineering,Junior,2.9,1.3,7,7700.0,No,4.0,3,4,4.0,1.0,4,11,Travel_Frequently,0
59,Male,Master,Engineering,Junior,0.3,0.2,3,8800.0,Yes,1.0,3,4,3.0,3.0,3,27,Travel_Rarely,1
54,Male,Bachelor,Engineering,Junior,0.5,0.3,5,5700.0,No,3.0,4,1,3.0,0.0,3,9,Travel_Frequently,0
58,Male,Master,Sales,Senior,1.9,1.1,6,7600.0,No,4.0,3,3,2.0,0.0,3,16,Travel_Rarely,1
48,Female,Bachelor,Engineering,Junior,11.3,9.8,6,4900.0,Yes,2.0,3,3,1.0,2.0,4,14,Non-Travel,1
54,Male,Master,Sales,Mid,4.7,2.8,6,6800.0,Yes,3.0,3,4,3.0,4.0,2,15,Travel_Rarely,0
25,Male,High School,Engineering,Senior,8.1,2.6,3,5500.0,No,1.0,3,4,2.0,4.0,3,14,Non-Travel,0
43,Male,Master,Operations,Mid,1.8,0.6,2,8300.0,No,4.0,3,4,2.0,4.0,4,24,Non-Travel,0
23,Female,Master,Sales,Junior,0.2,0.2,4,5300.0,No,2.0,4,4,3.0,3.0,3,10,Non-Travel,0
31,Female,Master,Marketing,Junior,14.6,14.2,2,5000.0,Yes,,3,3,4.0,5.0,4,13,Non-Travel,0
26,Female,Bachelor,Finance,Junior,0.1,0.1,5,3600.0,No,4.0,3,3,4.0,6.0,3,1,Travel_Rarely,0
31,Male,Bachelor,Sales,Senior,11.8,6.5,2,6800.0,No,3.0,4,4,4.0,5.0,3,23,Travel_Frequently,0
54,Female,Master,Operations,Mid,1.8,1.7,6,,No,3.0,4,3,3.0,4.0,3,9,Travel_Frequently,1
59,Male,Bachelor,HR,Senior,0.0,0.0,2,8400.0,Yes,3.0,2,4,3.0,4.0,4,17,Non-Travel,0
34,Female,Bachelor,Engineering,Mid,4.7,4.2,5,6700.0,No,2.0,2,4,4.0,1.0,4,26,Travel_Rarely,0
52,Female,Master,Marketing,Mid,15.8,13.2,5,8100.0,Yes,2.0,4,3,3.0,5.0,3,17,Non-Travel,0
57,Male,Bachelor,Engineering,Mid,13.5,7.6,6,5800.0,Yes,1.0,3,2,2.0,3.0,3,10,Travel_Rarely,0
45,Female,Bachelor,Finance,Senior,0.7,0.4,7,8000.0,No,3.0,3,2,3.0,3.0,3,13,Travel_Frequently,0
36,Male,Master,Sales,Junior,0.8,0.3,3,5400.0,No,4.0,2,2,4.0,,3,18,Non-Travel,1
50,Male,Bachelor,Marketing,Junior,3.3,1.7,1,5700.0,No,4.0,3,3,2.0,0.0,1,13,Travel_Frequently,1
29,Male,High School,Engineering,Mid,4.1,3.5,4,4600.0,Yes,3.0,4,3,2.0,0.0,4,21,Travel_Frequently,0
26,Male,High School,Finance,Mid,5.4,5.0,4,4900.0,No,3.0,3,3,3.0,,4,29,Travel_Rarely,1
50,Male,Master,Engineering,Mid,0.8,0.6,6,7500.0,No,4.0,2,3,4.0,2.0,4,28,Travel_Rarely,0
25,Female,Bachelor,Finance,Senior,12.8,8.0,7,6200.0,No,4.0,1,4,2.0,3.0,3,24,Travel_Rarely,0
33,Male,PhD,Marketing,Mid,4.1,1.5,4,7600.0,Yes,3.0,4,2,3.0,6.0,4,13,Travel_Frequently,0
23,Female,PhD,HR,Senior,7.5,2.5,2,8700.0,Yes,2.0,4,4,2.0,0.0,4,24,Travel_Rarely,1
48,Male,PhD,Finance,Mid,3.1,1.7,5,8400.0,Yes,3.0,4,2,,4.0,3,10,Travel_Rarely,1
52,Male,Bachelor,Engineering,Senior,2.1,1.3,7,7800.0,No,3.0,3,3,3.0,3.0,4,20,Travel_Rarely,0
57,Female,Master,Operations,Senior,15.1,11.0,5,10700.0,No,3.0,3,3,1.0,3.0,2,7,Travel_Rarely,0
57,Male,PhD,HR,Mid,3.5,1.1,6,9900.0,No,4.0,4,4,4.0,3.0,1,7,Travel_Frequently,0
47,Male,Master,Marketing,Senior,8.1,8.0,5,8300.0,No,4.0,4,3,4.0,5.0,2,9,Travel_Frequently,0
48,Female,Master,Marketing,Lead,12.3,6.8,1,10000.0,No,3.0,4,2,2.0,0.0,2,16,Travel_Rarely,0
26,Male,Master,Engineering,Mid,4.5,4.0,5,6500.0,No,2.0,2,3,2.0,1.0,3,15,Travel_Rarely,0
41,Male,Master,Engineering,Mid,3.2,2.2,5,7300.0,No,2.0,3,2,2.0,0.0,4,25,Travel_Frequently,1
32,Male,Bachelor,Engineering,Senior,0.0,0.0,7,6900.0,No,2.0,3,3,4.0,4.0,3,3,Non-Travel,0
31,Female,Master,Marketing,Senior,0.2,0.2,2,7900.0,No,3.0,3,3,2.0,4.0,3,13,Travel_Rarely,0
59,Female,Bachelor,Engineering,Junior,0.9,0.7,3,6200.0,No,4.0,3,3,,2.0,3,11,Travel_Rarely,0
27,Female,Bachelor,HR,Lead,0.8,0.5,4,7400.0,No,,3,4,3.0,0.0,3,8,Travel_Rarely,0
29,Female,Bachelor,Marketing,Junior,1.2,0.8,2,4600.0,Yes,3.0,3,4,,0.0,3,21,Travel_Rarely,0
44,Male,Master,Engineering,Senior,1.5,0.5,2,7100.0,Yes,2.0,4,3,2.0,2.0,3,21,Travel_Rarely,1
47,Male,Bachelor,Finance,Senior,1.8,1.4,2,8200.0,No,3.0,1,1,3.0,2.0,4,24,Travel_Rarely,0
33,Female,Master,Engineering,Manager,2.2,2.1,4,11500.0,Yes,4.0,3,4,2.0,3.0,3,6,Non-Travel,0
47,Male,PhD,Sales,Junior,0.4,0.1,6,9500.0,No,3.0,2,3,4.0,3.0,3,10,Non-Travel,0
184,Male,Bachelor,Marketing,Senior,0.2,0.1,2,6000.0,Yes,1.0,4,3,4.0,4.0,4,26,Non-Travel,0
39,Male,Bachelor,Sales,Mid,4.5,4.2,3,5800.0,Yes,4.0,2,3,3.0,6.0,3,17,Non-Travel,0
46,Male,Bachelor,Engineering,Mid,3.1,1.5,6,7400.0,Yes,2.0,4,3,3.0,6.0,3,20,Travel_Rarely,0
54,Female,High School,Operations,Junior,2.3,1.7,5,6000.0,Yes,3.0,3,4,3.0,6.0,4,9,Travel_Rarely,1
33,Male,Master,Engineering,Mid,4.0,2.7,3,8200.0,Yes,2.0,1,4,3.0,6.0,4,21,Non-Travel,0
57,Male,Master,Operations,Mid,7.0,5.0,7,9200.0,No,3.0,3,4,1.0,1.0,1,14,Travel_Rarely,0
25,Male,Bachelor,Operations,Junior,2.2,1.3,6,2800.0,No,1.0,4,4,1.0,4.0,3,20,Travel_Rarely,0
26,Female,Master,Engineering,Senior,4.1,2.1,5,7800.0,No,3.0,2,4,4.0,5.0,3,27,Non-Travel,0
58,Male,High School,Sales,Senior,12.3,4.1,5,7900.0,Yes,3.0,2,1,2.0,0.0,3,13,Travel_Rarely,0
29,Male,PhD,Finance,Senior,7.3,6.0,2,8700.0,No,2.0,3,4,3.0,6.0,3,26,Travel_Rarely,0
49,Female,Master,Engineering,Lead,2.2,1.8,2,9600.0,No,4.0,2,1,,1.0,3,1,Non-Travel,0
52,Female,Bachelor,Sales,Mid,4.1,3.2,4,8000.0,Yes,1.0,4,4,2.0,3.0,4,25,Non-Travel,1
30,Male,Bachelor,Finance,Manager,0.8,0.6,1,10000.0,No,4.0,3,2,,2.0,1,24,Travel_Frequently,0
50,Male,Bachelor,Sales,Lead,3.3,1.6,3,6500.0,Yes,3.0,3,3,4.0,2.0,4,19,Travel_Rarely,1
35,Male,Bachelor,Operations,Mid,15.9,5.0,4,5600.0,No,3.0,2,2,2.0,6.0,3,9,Travel_Rarely,1
43,Male,Bachelor,Sales,Junior,2.9,2.5,4,7300.0,No,3.0,2,3,4.0,4.0,3,17,Travel_Rarely,0
32,Male,Bachelor,Sales,Mid,10.5,6.8,3,4900.0,No,2.0,2,3,1.0,6.0,3,15,Travel_Frequently,0
44,Male,Bachelor,Sales,Mid,2.1,1.1,6,7400.0,No,2.0,3,1,4.0,0.0,4,20,Travel_Frequently,0
22,Male,High School,Operations,Mid,27.1,10.1,7,5600.0,No,3.0,3,4,3.0,0.0,4,5,Travel_Rarely,0
58,Male,Master,Finance,Senior,3.5,1.2,3,9000.0,No,4.0,1,4,3.0,2.0,3,4,Travel_Rarely,0
42,Female,PhD,Marketing,Senior,0.2,0.1,5,9600.0,No,4.0,4,4,2.0,4.0,3,4,Travel_Rarely,0
188,Female,Master,Engineering,Mid,3.5,3.0,7,7500.0,No,1.0,3,4,3.0,5.0,3,25,Non-Travel,1
57,Female,Bachelor,Engineering,Junior,1.3,1.2,1,5900.0,No,3.0,2,4,4.0,4.0,3,15,Travel_Frequently,0
44,Male,Master,Engineering,Lead,0.1,0.1,6,9200.0,No,3.0,1,4,3.0,3.0,3,5,Travel_Rarely,0
22,Male,Bachelor,HR,Mid,6.9,6.5,2,6400.0,No,3.0,1,3,3.0,6.0,3,17,Travel_Rarely,0
36,Female,Master,HR,Manager,1.3,1.2,1,11200.0,No,4.0,2,3,4.0,3.0,3,7,Travel_Frequently,0
42,Male,Bachelor,Finance,Junior,6.4,4.3,1,5000.0,Yes,1.0,3,4,3.0,3.0,2,6,Non-Travel,0
30,Male,High School,Engineering,Manager,1.4,0.6,2,9900.0,No,3.0,4,3,3.0,6.0,3,15,Non-Travel,0
30,Female,Bachelor,Operations,Junior,0.9,0.8,1,5300.0,Yes,3.0,4,1,4.0,5.0,3,25,Travel_Rarely,1
31,Female,Bachelor,Sales,Junior,14.6,6.6,6,3900.0,No,2.0,4,4,4.0,1.0,3,20,Travel_Rarely,1
47,Female,High School,Operations,Junior,1.8,0.9,6,4800.0,Yes,3.0,2,2,3.0,,4,14,Travel_Rarely,0
56,Male,Bachelor,Sales,Senior,3.7,1.7,6,6700.0,No,1.0,2,3,3.0,4.0,2,10,Non-Travel,1
46,Male,Master,HR,Lead,3.8,2.5,4,11800.0,Yes,3.0,4,2,4.0,5.0,4,6,Travel_Rarely,0
47,Female,Master,Engineering,Mid,3.3,1.7,4,7300.0,Yes,3.0,3,4,1.0,6.0,3,10,Non-Travel,0
32,Male,PhD,Engineering,Manager,9.8,4.0,6,11600.0,Yes,2.0,2,4,1.0,3.0,3,23,Travel_Rarely,1
59,Female,High School,Finance,Senior,4.5,2.8,2,7300.0,No,1.0,2,1,3.0,2.0,4,20,Non-Travel,1
